"Link,","FullName,","Position,",Organization
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyOTgzNjI=,Alvaro Abdella,Managing Director,Gulf capital
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyOTgzNDI=,Vikram Mehra,Founder & CEO,Skypaycashless
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyOTgzMzI=,Ahmed Alhakbani,Founder and CEO,SiFi
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyOTg3Mjc=,Karim Michel,Operations Director,Techsa FZC
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyOTg1NTE=,Taher Gangardiwala,Managing director,Sociable
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyOTEyODI=,Ali Ibrahim,CTO,Total POS X
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyODk5NDQ=,Ghasan Barkasih MHD,Technical Director,SSD4ME
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyODYxMTM=,Mohamed Kamel,CEO,B 4 UAE
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyODUwODQ=,Kamal Kant,Managing Director - MENA,Mercury
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyODQ4NjE=,Imtiaz Hussain,Partner,Madafu Designs Private Limited
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyODQ2MDk=,Louis Ngalim,CEO,Cheapples.com
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyODE3MTE=,Muhammad Qasim,COO,Taqseem eCommerce Management LLC
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyODE3MDQ=,Karan Dubal,Founder,Abook
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyODE2OTE=,Solat Hasan,CTO,Taqseem eCommerce Management LLC
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyNzM3OTE=,Sharmila Abdul Gaffoor,Manager-Partnership and Expansions,Octaware Gulf FZE
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyNzM0NDE=,Rahul Ravi,Co - Founder,Rynock Solution
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyNzE3MTc=,Aneesh Revi,Director Retail and Commerce,The Solution Consulting FZCO
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyNzA2ODM=,Mohamed elsabry,CEO,SSD FOR AI APPLICATIONS AND SERVICES
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyNjgyOTU=,Kamal Merghani,CEO,Dal Technology
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyNjY4OTE=,Faizan muhammad Usman,CEO,Neon LLC
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyNjUzNzU=,Syed Mohammed Zafar Syed,CEO,Focus Again Technologies (iPanac Consulting LLC)
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyNjUxNTY=,Vikram Mehra,Founder & CEO,Skypaycashless
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyNjUwNTE=,Khalid abbas Mohamed,CEO& C.funder,Morsal E-commerce platform
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyNjU2NjU=,Naseem Nazim,Ceo,Live current FZCO
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyNjU2NjQ=,Nazim Yusuf,Managing director,Live current FZCO
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyNjU1NDQ=,Sanjeev Kumar,Salesman,Max
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyNjQzMzk=,Mohammad Alaiban,CEO,Nearpay
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyNjQxMTM=,Shahd AlShamsi,Co-Founder,Midrara
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyNjQwNTQ=,Bhanu Sagar Yandamuri,CEO,VSECURE IT SERVICES CO LLC
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyNjQ3OTI=,Youssef Akalal,CEO,Dropify
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyNjQ1NTA=,Nick Zhuchkov,CEO,Shelp
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyNjQ1MzQ=,Saud Abu-Harbesh,Consultant,RHTA8061
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyNjQ0Njk=,Francois Theroux,CEO,Alternaly FZE
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyNjQ0NDc=,Ahmed Alaa,Performance Marketing,Verzasca
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyNjMwNjQ=,Malik Al Shehab,Co-Founder,Golden Scent
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyNjM5NTU=,Zeeshan Ahmed,Partner,hissanalkhair technical services
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyNjM4Njc=,M Khan,Director,365 Umbrella
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyNjM2MDU=,SYed Faizuddin Alim,Director Commercial,iTANZ AEZ
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyNjIzNTQ=,Alaa Ali,Front end developer,Nere.ltd
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyNjIzMzE=,Jason debs,ceo,webvade
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyNjI4MjU=,Yasmine Imam,Co founder,Yas Group
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyNjI4MjQ=,Sabrine Imam,CEO,Yas Group
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyNjI0MTA=,SAYER Alharbi,Owner,Nu Spirit
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyNjE0NDc=,Marouf Babelli,CEO,Linker
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyNjA4NjY=,BASMA BASMA,CEO,virex general traiding llc
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyNjA2NTI=,RANIA RANIA,NOURANI,virex general traiding llc
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyNjA0Njg=,Mohammed Naeem,Marketing Executive,Consultancy
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyNjA0NjU=,Faisal Shaikh,CEO,Qatra Engineering company
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyNjA0MTA=,Muhammad Alswaiket,CEO,Ginza
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyNTg3ODA=,JAMSHAID ARIF,CEO,AWAMINE LLC
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyNTEzMDU=,Waleed Qayyum,Digital Marketing Manager,Royal Holiday Homes
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyNTE1ODY=,Sujit Routray,Vice President - Strategy & Operations,MoXey Tech Limited
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyNTAyMTA=,Denis Al Aaradzh,CEO,Tipz Technology FZ-LLC
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyNTA5ODM=,Wael Al Tayeb,CEO and Founder,Codnatech
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyNDkxNTU=,Wondmagegn Gebisa,Payment Technology Specialist,Aafaq Islamic Finance
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyNDkwMDA=,Viquar Shaikh,Business Development Specialist & Strategy Advisor,iCARRY
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyNDY5MTQ=,Ayman Abu odeh,Sales manager,NA
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyNDM1MTI=,Renjith KS,CEO,Sameta
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyMzkxODI=,saad abu saif,IT Manager,classy ym
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyMzk0MjA=,Muhammad Farhad Farhad,Finance Manager,Albada. Resort
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyMzcwODA=,Rajesh Kochar,Director,appICE
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyMzU2OTI=,Amani Kobaiter,Head of Partnerships,Lyve Global
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyMzQ3Mzk=,Mohamed Ayman Rahman,sales and business development,Adn Media
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyMzIzMDg=,Islam Ahmed,Project manager,Pencils
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyMzI4NDI=,Chibuzor Onwurah,Executive Director,Seamfix
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyMzI3NDI=,Irfan Haneef,Chief Operating Offcer,Qubiq3
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyMzI3NDE=,Rodrigo Ayres,CEO,Qubiq3
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyMzExOTk=,Mohamed Lulu,Manaing Director,Digializer
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyMzAxNjA=,kareem dardir,IT consultant,ISC
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyMzAwMjk=,Fahad Mohammed,CEO,I2D INTERIORS
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyMzA1NDc=,Nibedita Das,Head of Acquisition and growth,Mint Middle East
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyMjg4NzY=,Reymund Guinto,CEO - FOUNDER,Lyra Straton
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyMjg4MzA=,Leslie Atendido,CEO,Lyra Straton
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyMjg3MzY=,Renaud de Gonfreville,CEO,ZIWO - Cloud CX Platform
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyMjg2OTI=,Dheeraj Ghai,Head TCS BaNCS - Payments and Corporate Banking CoE (MENA),Tata consultancy services
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyMjg2ODk=,Fahad Binkhaled,Ceo,Haieb trading
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyMjg0ODE=,Malik Abu Alhuda Dinno,Marketing,WOGO
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyMjcyMTk=,Aatif Khan,CTO,KPTAC TECHNOLOGIES
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyMjcxMjc=,Talin bashwati,senior commercial manager,EVULPA
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyMjcwODI=,Dino Huber,CEO,DGC UAE Ltd.
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyMjc1NjY=,Bibin M Varghese,Director - FInance,Seven Days Media and Events
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyMjc1MDM=,Muhammad ASHRAF,CEO,Mensa Technologies LLC
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyMjY5NTg=,Anwar Al-Naqeeb,Project manager,Saudi Arabia
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyMjY5NTc=,Houssam El Jouzou,GM Finance & Commercial,Blue Rewards
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyMjY5NTU=,Mazen Mourad,COO,Watermelon Market
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyMjY5NDg=,Wael Nahas,Managing Director,Sintec MENA
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyMjY4MTY=,Anees Abdurahman Veettil,Senior Estimation Engineer,"Old Shahama , Plot P 220"
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyMjY4MDg=,Amani AlMheiri,Director,2496883945
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyMjU3NzU=,Sushil Soman,Associate Vice President,Pitchfact
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyMjU0MTA=,Roshan Sajnani,General Manager,Tow Row L.L.C-FZ
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyMjM2MTk=,Ankit Subedi,Managing Director,Bazaar e-commerce trading llc
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyMTQyNTY=,AMR Alanesi,CEO,Hotliy
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyMDkwNzM=,Zakaeia Zak,Managing director,7 Digits Media
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyMDkwMTY=,Syed Rafay,Founder,Salesify
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyMDgzMDQ=,Andrey Pilishenko,Executive VP,VegaPay
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyMDY3NTk=,Hariraj Kumar udayavara,Manager,GOLDEN GLOBE HI-TECH FZE
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyMDY2NDY=,Daniele Stella,Partner,Proximart
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyMDU4MDE=,Jabir Ali,eCommerce Manager,Market Sell Earn
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyMDMyMTk=,Sanjay Dukle,Head of Partnerships,Vernost Marketing Technology Solutions
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyMDMxNzI=,Saad Haidar,Managing Partner,ITIS
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyMDMxMzE=,Sanjay Dukle,Head of Partnerships,Vernost Marketing Technology Solutions
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyMDIyOTE=,Zainab Rampurawala,Operations,Shop Kart
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyMDExNzE=,Alexander Bello,Managing Director,Nexor Family Office Middle East
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyMDE5MDU=,bandar almotiri,Miniger,mihnh for digital services
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyMDAxNzU=,Neal Bhatia,Partner,Proximart
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyMDA0NDQ=,Geoff Collins,CTO,Ewings LLC
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxOTk5MjU=,Pranav Parekh,Managing Director,Dkk Partners
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxOTM5MTk=,jawad khan ahmadzai Jawad,Business owner,Ahmadzai Trading
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxODYxMjM=,Mariya Bouygues,Founder Amie Dubai,HFY24
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxODE1ODY=,Haytham Kamel,COO,GFV
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxODE1NDk=,Tatiana Cornilova,Digital Marketing Manager,BSH Home Appliances FZE
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxODE1NDE=,Biplob Bora,Co-Founder,Plenum Technologies
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxODE1MjY=,Nouman Saeed,CEO,Taqseem eCommerce Management LLC
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxODE1MjQ=,Jafar Shareef,CEO,Jafar Shareef Information Technology LLC
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxODE1MTc=,Anees Ur Rehman Abbasi,CEO,dxboxy estore Portal
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxODE0ODE=,Ashish Sahay,Partner,Pixel Technology
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxODE0Nzk=,Ahmed Mustafa Paracha,CEO,Yellow World Tech
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxODE0Nzc=,Sanskriti Agarwal,Ceo,24kgal
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxODE0NjY=,Arian Ghotbi,CEO,Cyrus Digital
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxODE0NDY=,Davis Anto,Director,Epicon Global
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxODE0MjU=,Salih Alsweed,CEO,rasid payments company for financial technology
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxODAyODQ=,Mohamed Nebras Shingeri,Onwner,Yupme FZE
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxODAyNjk=,Muhammed Shafeeque,CEO,Meiz Technlogy
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxODAyNjQ=,Muhammad Amin,Managing Director,Muhammad Amin lakho Electronics Trading LLC
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxODAyNTE=,Bilawal Merani,Managing Director,Massive Dynamics Marketing
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxODAyNTA=,Kishor Kumar,Director,Trendpicks Trading
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxODAyNDU=,Niras Nizamuddeen,Digital Marketing,Skodtec Technology Consultancies
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxODAyNDA=,Ali Mujeeb,CHIEF MARKETING OFFICER,Digiaibot
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxODAyMzY=,Reema Almotowa,Public relations specialist,Powerful systems
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxODAyMzM=,Tanvir Hussain,Creative Director,Wisetech
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxNzk3ODI=,Roozbeh Daneshnejad,Company Director,ROOYAS LLC
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxNzk3Nzg=,Ishar Kar,Creative Director,Add Hype
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxNzk3Nzc=,Sharmiq Kollathodi,Co-Founder and Board Member,Valoriz Digital
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxNzk2MTQ=,Anuj Sachdev,Co-Founder,Eshopify Fulfillment LLC
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxNzgzODk=,Satashree Sen,Partner,WORDLY India
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxNzgzMzI=,Ihab Ayoub,Board member,Buzzin
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxNzgzMTI=,Yamen Abou Orum,Account Manager,Isolutio
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxNzgyMTQ=,Moin Shedil,Director,ipos computer software
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxNzgyMTE=,Fouzi Mabrook,Business Manager,GLITZUP FZ LLC
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxNzgxMzg=,Kazi Monirul Kabir,Founder & CEO,Clavis Fintech Solutions
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxNzgxMjQ=,Santosh Panda,Founder,ICeipts Technologies
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxNzgxMjI=,Mohamed Fahad,Director,Abdul Wadood General Trading LLC
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxNzg2Njg=,Andrej Kormodi,CEO,Hubhigh
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxNzg1NDA=,Yusuf Sherkhan,General Manager,TRIAC SOLUTIONS IT CONSULTANCY LLC
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxNzg1MzY=,Darshan Bhatt,CEO,Vedlogic Solutions
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxNzczNzY=,Sami özen,CTO,Mercury
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxNzcyNDg=,Primoz Kos,CTO,Arabian Creative Technologies
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxNzc3Mjc=,Raja Selman,Managing Director,SocialWayz
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxNzY4Mjg=,Manoj Tiwaro,Founder and MD,EXPRESS VULCAN DELIVERY SERVICES
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxNzY1NzQ=,Jean-Pierre Ting,Managing Director,TOPPAN Gravity
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxNzAyNjc=,Marian Beladic,Director,Hubhigh
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxNjkyMjU=,Elena Panchenko,CPO,Moneyhash Inc.
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxNjY2Njk=,Ahsan Waqar,Ceo,Smoovespace
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxNjU0MzM=,Elizabeth William,Managing Director,Sailax Global Technologies
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxNjQ2Njk=,Ilhom Kidirov,General Manager,Expert Solutions Limited
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxNTYzMjA=,Akhtar Edroos,CTO,Gulf Business Foundation
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxNTExNzA=,Liban Ayapally,Digital Business Expert,MAW Solutions
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxNDkwNTI=,Elena Zhukovskaya,Director,Accurate Middle East
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxNDgzNTM=,Zahra Yazdan,Founder,Exaar Media
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxNDg2MzI=,Ehab Elorfaly,Co-Founder/ Head of Operations,Eshopify Fulfillment LLC
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxNDc3NTk=,Shamil Abdul Latheef,Senior Account Manager,CD. - Chrysalis Digital
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxNDY0MjE=,Nihal Abughattas,GM - Middle East & Africa,Ozone API
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxNDY0MTQ=,Ahmed Salem,Software developer,42 Abu Dhabi
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxNDUyNzU=,sahba hadipour,CEO,FIGG
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxNDAzMzA=,Ahmed Mohammed,VP Marketing,Scent Strategy LLC
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxMzk1OTQ=,Anshuman Tewari,Senior Manager,Tecbrix Cloud DMCC
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxMzgxMzA=,Sangita Addagatla,Strategic partnership,NetCents
